,Flight Date,DJFUELUSGULF
129,2016-02-23 00:00:00,
130,2016-05-07 00:00:00,
131,2016-08-01 00:00:00,
132,2016-07-19 00:00:00,
133,2016-08-21 00:00:00,
134,2016-04-15 00:00:00,
135,2016-09-13 00:00:00,
136,2016-03-21 00:00:00,
137,2016-06-18 00:00:00,
138,2016-01-31 00:00:00,
139,2016-02-16 00:00:00,
140,2016-10-12 00:00:00,
141,2016-08-19 00:00:00,
142,2016-05-26 00:00:00,
143,2016-09-27 00:00:00,
144,2016-01-30 00:00:00,
145,2016-12-18 00:00:00,
146,2016-07-12 00:00:00,
147,2016-01-30 00:00:00,
148,2016-09-04 00:00:00,
149,2016-03-14 00:00:00,
150,2016-09-22 00:00:00,
151,2016-11-06 00:00:00,
152,2016-12-20 00:00:00,
153,2016-06-07 00:00:00,
154,2016-05-08 00:00:00,
155,2016-11-03 00:00:00,
156,2016-11-27 00:00:00,
157,2016-09-26 00:00:00,
158,2016-04-26 00:00:00,
159,2016-03-22 00:00:00,
160,2016-12-06 00:00:00,
161,2016-05-09 00:00:00,
162,2016-09-01 00:00:00,
163,2016-04-20 00:00:00,
164,2016-08-15 00:00:00,
165,2016-12-23 00:00:00,
166,2016-10-02 00:00:00,
167,2016-06-12 00:00:00,
168,2016-03-26 00:00:00,
169,2016-06-20 00:00:00,
170,2016-03-12 00:00:00,
171,2016-04-21 00:00:00,
172,2016-07-21 00:00:00,
173,2016-03-22 00:00:00,
174,2016-05-08 00:00:00,
175,2016-09-21 00:00:00,
176,2016-03-28 00:00:00,
177,2016-07-29 00:00:00,
178,2016-10-18 00:00:00,
179,2016-07-24 00:00:00,
180,2016-02-14 00:00:00,
181,2016-12-17 00:00:00,
182,2016-02-02 00:00:00,
183,2016-05-13 00:00:00,
184,2016-04-16 00:00:00,
185,2016-03-21 00:00:00,
186,2016-07-23 00:00:00,
187,2016-05-30 00:00:00,
188,2016-11-14 00:00:00,
189,2016-12-03 00:00:00,
190,2016-11-11 00:00:00,
191,2016-02-26 00:00:00,
192,2016-10-30 00:00:00,
193,2016-08-04 00:00:00,
194,2016-02-04 00:00:00,
195,2016-10-27 00:00:00,
196,2016-06-15 00:00:00,
197,2016-11-30 00:00:00,
198,2016-10-29 00:00:00,
199,2016-12-17 00:00:00,
200,2016-09-19 00:00:00,
201,2016-04-01 00:00:00,
202,2016-08-31 00:00:00,
203,2016-02-10 00:00:00,
204,2016-02-26 00:00:00,
205,2016-08-25 00:00:00,
206,2016-06-01 00:00:00,
207,2016-12-14 00:00:00,
208,2016-06-12 00:00:00,
209,2016-10-12 00:00:00,
210,2016-11-22 00:00:00,
211,2016-01-14 00:00:00,
212,2016-05-08 00:00:00,
213,2016-11-06 00:00:00,
214,2016-05-03 00:00:00,
215,2016-02-10 00:00:00,
216,2016-07-15 00:00:00,
217,2016-10-14 00:00:00,
218,2016-09-20 00:00:00,
219,2016-11-12 00:00:00,
220,2016-02-02 00:00:00,
221,2016-10-01 00:00:00,
222,2016-10-25 00:00:00,
223,2016-06-09 00:00:00,
224,2016-12-17 00:00:00,
225,2016-02-20 00:00:00,
226,2016-09-14 00:00:00,
227,2016-07-26 00:00:00,
228,2016-12-21 00:00:00,
229,2016-09-26 00:00:00,
230,2016-07-07 00:00:00,
231,2016-02-09 00:00:00,
232,2016-02-21 00:00:00,
233,2016-04-20 00:00:00,
234,2016-04-25 00:00:00,
235,2016-03-13 00:00:00,
236,2016-11-05 00:00:00,
237,2016-01-30 00:00:00,
238,2016-06-29 00:00:00,
239,2016-10-15 00:00:00,
240,2016-07-21 00:00:00,
241,2016-10-19 00:00:00,
242,2016-10-03 00:00:00,
243,2016-03-13 00:00:00,
244,2016-08-21 00:00:00,
245,2016-08-06 00:00:00,
246,2016-08-13 00:00:00,
247,2016-08-23 00:00:00,
248,2016-09-15 00:00:00,
249,2016-08-05 00:00:00,
250,2016-12-25 00:00:00,
251,2016-06-17 00:00:00,
252,2016-03-30 00:00:00,
253,2016-08-31 00:00:00,
254,2016-01-24 00:00:00,
255,2016-10-14 00:00:00,
256,2016-01-10 00:00:00,
257,2016-01-06 00:00:00,
258,2016-01-04 00:00:00,
259,2016-03-07 00:00:00,
260,2016-10-07 00:00:00,
261,2016-10-14 00:00:00,
262,2016-03-16 00:00:00,
263,2016-10-25 00:00:00,
264,2016-01-11 00:00:00,
265,2016-10-13 00:00:00,
266,2016-11-06 00:00:00,
267,2016-05-23 00:00:00,
268,2016-03-15 00:00:00,
269,2016-02-13 00:00:00,
270,2016-12-13 00:00:00,
271,2016-01-08 00:00:00,
272,2016-06-05 00:00:00,
273,2016-03-24 00:00:00,
274,2016-10-08 00:00:00,
275,2016-09-23 00:00:00,
276,2016-03-07 00:00:00,
277,2016-06-19 00:00:00,
278,2016-01-12 00:00:00,
279,2016-04-15 00:00:00,
280,2016-04-09 00:00:00,
281,2016-04-09 00:00:00,
282,2016-03-05 00:00:00,
283,2016-12-17 00:00:00,
284,2016-04-19 00:00:00,
285,2016-08-12 00:00:00,
286,2016-05-29 00:00:00,
287,2016-02-13 00:00:00,
288,2016-05-08 00:00:00,
289,2016-04-09 00:00:00,
290,2016-03-03 00:00:00,
291,2016-06-16 00:00:00,
292,2016-05-16 00:00:00,
293,2016-05-26 00:00:00,
294,2016-01-03 00:00:00,
295,2016-02-16 00:00:00,
296,2016-08-05 00:00:00,
297,2016-02-04 00:00:00,
298,2016-03-11 00:00:00,
299,2016-10-06 00:00:00,
300,2016-09-03 00:00:00,
301,2016-07-24 00:00:00,
302,2016-07-01 00:00:00,
303,2016-10-03 00:00:00,
304,2016-02-03 00:00:00,
305,2016-08-17 00:00:00,
306,2016-04-27 00:00:00,
307,2016-08-13 00:00:00,
308,2016-02-14 00:00:00,
309,2016-10-20 00:00:00,
310,2016-11-15 00:00:00,
311,2016-06-23 00:00:00,
312,2016-07-28 00:00:00,
313,2016-07-30 00:00:00,
314,2016-04-18 00:00:00,
315,2016-01-03 00:00:00,
316,2016-07-16 00:00:00,
317,2016-06-12 00:00:00,
318,2016-02-14 00:00:00,
319,2016-12-23 00:00:00,
320,2016-10-17 00:00:00,
321,2016-05-12 00:00:00,
322,2016-02-27 00:00:00,
323,2016-07-04 00:00:00,
324,2016-11-15 00:00:00,
325,2016-12-23 00:00:00,
326,2016-10-02 00:00:00,
327,2016-09-25 00:00:00,
328,2016-08-29 00:00:00,
329,2016-02-14 00:00:00,
330,2016-01-09 00:00:00,
331,2016-04-25 00:00:00,
332,2016-04-02 00:00:00,
333,2016-10-13 00:00:00,
334,2016-01-25 00:00:00,
335,2016-05-07 00:00:00,
336,2016-07-24 00:00:00,
337,2016-04-05 00:00:00,
338,2016-08-07 00:00:00,
339,2016-10-16 00:00:00,
340,2016-04-11 00:00:00,
341,2016-06-30 00:00:00,
342,2016-01-20 00:00:00,
343,2016-04-02 00:00:00,
344,2016-06-20 00:00:00,
345,2016-09-05 00:00:00,
346,2016-01-22 00:00:00,
347,2016-05-06 00:00:00,
348,2016-08-17 00:00:00,
349,2016-11-19 00:00:00,
350,2016-01-29 00:00:00,
351,2016-01-22 00:00:00,
352,2016-01-06 00:00:00,
353,2016-08-29 00:00:00,
354,2016-05-02 00:00:00,
355,2016-09-30 00:00:00,
356,2016-05-26 00:00:00,
357,2016-12-27 00:00:00,
358,2016-03-25 00:00:00,
359,2016-09-02 00:00:00,
360,2016-10-25 00:00:00,
361,2016-04-20 00:00:00,
362,2016-08-20 00:00:00,
363,2016-12-17 00:00:00,
364,2016-05-17 00:00:00,
365,2016-01-26 00:00:00,
366,2016-05-27 00:00:00,
367,2016-10-16 00:00:00,
368,2016-09-22 00:00:00,
369,2016-11-11 00:00:00,
370,2016-07-03 00:00:00,
371,2016-07-13 00:00:00,
372,2016-07-03 00:00:00,
373,2016-03-01 00:00:00,
374,2016-05-01 00:00:00,
375,2016-07-31 00:00:00,
376,2016-10-07 00:00:00,
377,2016-02-27 00:00:00,
378,2016-08-10 00:00:00,
379,2016-05-20 00:00:00,
380,2016-07-13 00:00:00,
381,2016-12-21 00:00:00,
382,2016-06-20 00:00:00,
383,2016-07-08 00:00:00,
384,2016-04-30 00:00:00,
385,2016-08-10 00:00:00,
386,2016-07-01 00:00:00,
387,2016-12-22 00:00:00,
388,2016-05-27 00:00:00,
389,2016-07-09 00:00:00,
390,2016-09-30 00:00:00,
391,2016-07-11 00:00:00,
392,2016-11-19 00:00:00,
393,2016-12-25 00:00:00,
394,2016-11-18 00:00:00,
395,2016-05-28 00:00:00,
396,2016-04-03 00:00:00,
397,2016-10-19 00:00:00,
398,2016-12-19 00:00:00,
399,2016-01-04 00:00:00,
400,2016-11-23 00:00:00,
401,2016-02-23 00:00:00,
402,2016-01-23 00:00:00,
403,2016-06-12 00:00:00,
404,2016-03-06 00:00:00,
405,2016-07-02 00:00:00,
406,2016-05-31 00:00:00,
407,2016-05-31 00:00:00,
408,2016-12-25 00:00:00,
409,2016-01-18 00:00:00,
410,2016-04-01 00:00:00,
411,2016-12-29 00:00:00,
412,2016-01-25 00:00:00,
413,2016-09-18 00:00:00,
414,2016-02-17 00:00:00,
415,2016-09-20 00:00:00,
416,2016-02-23 00:00:00,
417,2016-11-29 00:00:00,
418,2016-12-17 00:00:00,
419,2016-11-22 00:00:00,
420,2016-09-02 00:00:00,
421,2016-06-10 00:00:00,
422,2016-11-14 00:00:00,
423,2016-03-19 00:00:00,
424,2016-06-30 00:00:00,
425,2016-06-13 00:00:00,
426,2016-06-17 00:00:00,
427,2016-11-05 00:00:00,
428,2016-02-03 00:00:00,
429,2016-04-21 00:00:00,
430,2016-07-07 00:00:00,
431,2016-02-21 00:00:00,
432,2016-11-11 00:00:00,
433,2016-10-31 00:00:00,
434,2016-01-25 00:00:00,
435,2016-09-09 00:00:00,
436,2016-07-12 00:00:00,
437,2016-06-10 00:00:00,
438,2016-05-12 00:00:00,
439,2016-02-21 00:00:00,
440,2016-03-14 00:00:00,
441,2016-09-27 00:00:00,
442,2016-02-03 00:00:00,
443,2016-11-22 00:00:00,
444,2016-05-15 00:00:00,
445,2016-09-02 00:00:00,
446,2016-10-31 00:00:00,
447,2016-09-04 00:00:00,
448,2016-03-10 00:00:00,
449,2016-09-09 00:00:00,
450,2016-11-09 00:00:00,
451,2016-01-03 00:00:00,
452,2016-03-01 00:00:00,
453,2016-10-14 00:00:00,
454,2016-02-19 00:00:00,
455,2016-05-08 00:00:00,
456,2016-11-14 00:00:00,
457,2016-04-05 00:00:00,
458,2016-10-12 00:00:00,
459,2016-10-12 00:00:00,
460,2016-03-03 00:00:00,
461,2016-07-22 00:00:00,
462,2016-04-16 00:00:00,
463,2016-01-11 00:00:00,
464,2016-12-26 00:00:00,
465,2016-02-25 00:00:00,
466,2016-01-10 00:00:00,
467,2016-07-23 00:00:00,
468,2016-11-24 00:00:00,
469,2016-05-23 00:00:00,
470,2016-07-05 00:00:00,
471,2016-03-23 00:00:00,
472,2016-01-17 00:00:00,
473,2016-08-01 00:00:00,
474,2016-04-15 00:00:00,
475,2016-07-03 00:00:00,
476,2016-11-08 00:00:00,
477,2016-05-22 00:00:00,
478,2016-02-13 00:00:00,
479,2016-12-27 00:00:00,
480,2016-03-11 00:00:00,
481,2016-04-17 00:00:00,
482,2016-02-10 00:00:00,
483,2016-06-16 00:00:00,
484,2016-05-18 00:00:00,
485,2016-05-01 00:00:00,
486,2016-11-10 00:00:00,
487,2016-04-14 00:00:00,
488,2016-10-19 00:00:00,
489,2016-10-10 00:00:00,
490,2016-04-07 00:00:00,
491,2016-10-16 00:00:00,
492,2016-08-12 00:00:00,
493,2016-12-25 00:00:00,
494,2016-03-06 00:00:00,
495,2016-02-01 00:00:00,
496,2016-07-07 00:00:00,
497,2016-12-21 00:00:00,
498,2016-09-20 00:00:00,
499,2016-10-21 00:00:00,
500,2016-12-10 00:00:00,
501,2016-09-11 00:00:00,
502,2016-03-24 00:00:00,
503,2016-05-28 00:00:00,
504,2016-05-25 00:00:00,
505,2016-01-12 00:00:00,
506,2016-03-01 00:00:00,
507,2016-12-05 00:00:00,
508,2016-12-17 00:00:00,
509,2016-12-27 00:00:00,
510,2016-07-29 00:00:00,
511,2016-04-24 00:00:00,
512,2016-12-09 00:00:00,
513,2016-09-10 00:00:00,
514,2016-11-28 00:00:00,
515,2016-09-05 00:00:00,
516,2016-12-12 00:00:00,
517,2016-03-18 00:00:00,
518,2016-03-21 00:00:00,
519,2016-11-09 00:00:00,
520,2016-07-29 00:00:00,
521,2016-11-22 00:00:00,
522,2016-07-02 00:00:00,
523,2016-09-05 00:00:00,
524,2016-05-16 00:00:00,
525,2016-05-11 00:00:00,
526,2016-08-02 00:00:00,
527,2016-08-20 00:00:00,
528,2016-10-22 00:00:00,
529,2016-05-13 00:00:00,
530,2016-06-16 00:00:00,
531,2016-08-05 00:00:00,
532,2016-01-27 00:00:00,
533,2016-03-19 00:00:00,
534,2016-01-14 00:00:00,
535,2016-12-16 00:00:00,
536,2016-04-18 00:00:00,
537,2016-03-06 00:00:00,
538,2016-07-16 00:00:00,
539,2016-09-23 00:00:00,
540,2016-04-09 00:00:00,
541,2016-01-07 00:00:00,
542,2016-12-26 00:00:00,
543,2016-07-22 00:00:00,
544,2016-12-20 00:00:00,
545,2016-03-04 00:00:00,
546,2016-05-23 00:00:00,
547,2016-11-26 00:00:00,
548,2016-08-29 00:00:00,
549,2016-12-13 00:00:00,
550,2016-11-18 00:00:00,
551,2016-08-03 00:00:00,
552,2016-04-04 00:00:00,
553,2016-05-27 00:00:00,
554,2016-10-13 00:00:00,
555,2016-04-01 00:00:00,
556,2016-10-22 00:00:00,
557,2016-06-11 00:00:00,
558,2016-12-11 00:00:00,
559,2016-05-20 00:00:00,
560,2016-08-18 00:00:00,
561,2016-12-13 00:00:00,
562,2016-04-25 00:00:00,
563,2016-01-30 00:00:00,
564,2016-01-05 00:00:00,
565,2016-01-20 00:00:00,
566,2016-02-08 00:00:00,
567,2016-04-28 00:00:00,
568,2016-10-06 00:00:00,
569,2016-03-06 00:00:00,
570,2016-03-11 00:00:00,
571,2016-02-15 00:00:00,
572,2016-10-31 00:00:00,
573,2016-01-28 00:00:00,
574,2016-07-14 00:00:00,
575,2016-11-22 00:00:00,
576,2016-03-29 00:00:00,
577,2016-07-08 00:00:00,
578,2016-05-31 00:00:00,
579,2016-04-28 00:00:00,
580,2016-07-14 00:00:00,
581,2016-11-11 00:00:00,
582,2016-02-10 00:00:00,
583,2016-09-03 00:00:00,
584,2016-12-06 00:00:00,
585,2016-01-07 00:00:00,
586,2016-05-21 00:00:00,
587,2016-04-17 00:00:00,
588,2016-08-10 00:00:00,
589,2016-02-07 00:00:00,
590,2016-04-20 00:00:00,
591,2016-12-05 00:00:00,
592,2016-08-26 00:00:00,
593,2016-09-03 00:00:00,
594,2016-09-19 00:00:00,
595,2016-10-25 00:00:00,
596,2016-12-23 00:00:00,
597,2016-11-21 00:00:00,
598,2016-05-15 00:00:00,
599,2016-03-17 00:00:00,
600,2016-04-16 00:00:00,
601,2016-06-05 00:00:00,
602,2016-11-04 00:00:00,
603,2016-12-22 00:00:00,
604,2016-11-17 00:00:00,
605,2016-04-26 00:00:00,
606,2016-02-25 00:00:00,
607,2016-04-20 00:00:00,
608,2016-04-22 00:00:00,
609,2016-05-25 00:00:00,
610,2016-07-01 00:00:00,
611,2016-09-25 00:00:00,
612,2016-08-02 00:00:00,
613,2016-04-19 00:00:00,
614,2016-11-16 00:00:00,
615,2016-05-24 00:00:00,
616,2016-08-23 00:00:00,
617,2016-12-18 00:00:00,
618,2016-09-28 00:00:00,
619,2016-02-15 00:00:00,
620,2016-06-23 00:00:00,
621,2016-11-28 00:00:00,
622,2016-10-14 00:00:00,
623,2016-01-11 00:00:00,
624,2016-10-08 00:00:00,
625,2016-04-15 00:00:00,
626,2016-01-26 00:00:00,
627,2016-01-23 00:00:00,
628,2016-07-26 00:00:00,
629,2016-04-02 00:00:00,
630,2016-02-07 00:00:00,
631,2016-06-18 00:00:00,
632,2016-01-05 00:00:00,
633,2016-10-27 00:00:00,
634,2016-11-02 00:00:00,
635,2016-10-28 00:00:00,
636,2016-09-20 00:00:00,
637,2016-04-02 00:00:00,
638,2016-04-09 00:00:00,
639,2016-09-23 00:00:00,
640,2016-08-17 00:00:00,
641,2016-04-30 00:00:00,
642,2016-07-27 00:00:00,
643,2016-07-16 00:00:00,
644,2016-06-30 00:00:00,
645,2016-03-24 00:00:00,
646,2016-05-20 00:00:00,
647,2016-09-25 00:00:00,
648,2016-04-04 00:00:00,
649,2016-10-07 00:00:00,
650,2016-01-05 00:00:00,
651,2016-06-16 00:00:00,
652,2016-03-29 00:00:00,
653,2016-05-19 00:00:00,
654,2016-06-01 00:00:00,
655,2016-09-03 00:00:00,
656,2016-05-10 00:00:00,
657,2016-03-11 00:00:00,
658,2016-08-20 00:00:00,
659,2016-07-09 00:00:00,
660,2016-06-12 00:00:00,
661,2016-02-09 00:00:00,
662,2016-12-22 00:00:00,
663,2016-07-24 00:00:00,
664,2016-11-20 00:00:00,
665,2016-08-31 00:00:00,
666,2016-05-15 00:00:00,
667,2016-12-09 00:00:00,
668,2016-05-29 00:00:00,
669,2016-05-25 00:00:00,
670,2016-10-23 00:00:00,
671,2016-09-01 00:00:00,
672,2016-12-06 00:00:00,
673,2016-03-23 00:00:00,
674,2016-01-13 00:00:00,
675,2016-09-28 00:00:00,
676,2016-12-19 00:00:00,
677,2016-11-09 00:00:00,
678,2016-04-06 00:00:00,
679,2016-12-12 00:00:00,
680,2016-06-30 00:00:00,
681,2016-08-17 00:00:00,
682,2016-03-19 00:00:00,
683,2016-01-06 00:00:00,
684,2016-09-06 00:00:00,
685,2016-02-05 00:00:00,
686,2016-09-21 00:00:00,
687,2016-10-08 00:00:00,
688,2016-03-02 00:00:00,
689,2016-09-26 00:00:00,
690,2016-06-15 00:00:00,
691,2016-07-29 00:00:00,
692,2016-07-27 00:00:00,
693,2016-09-30 00:00:00,
694,2016-08-24 00:00:00,
695,2016-05-28 00:00:00,
696,2016-06-23 00:00:00,
697,2016-08-06 00:00:00,
698,2016-07-11 00:00:00,
699,2016-04-14 00:00:00,
700,2016-04-23 00:00:00,
701,2016-03-17 00:00:00,
702,2016-03-05 00:00:00,
703,2016-07-07 00:00:00,
704,2016-05-31 00:00:00,
705,2016-08-18 00:00:00,
706,2016-08-13 00:00:00,
707,2016-05-10 00:00:00,
708,2016-07-17 00:00:00,
709,2016-12-19 00:00:00,
710,2016-04-29 00:00:00,
711,2016-07-07 00:00:00,
712,2016-05-31 00:00:00,
713,2016-08-17 00:00:00,
714,2016-12-02 00:00:00,
715,2016-05-25 00:00:00,
716,2016-12-21 00:00:00,
717,2016-02-15 00:00:00,
718,2016-10-17 00:00:00,
719,2016-11-06 00:00:00,
720,2016-08-13 00:00:00,
721,2016-10-28 00:00:00,
722,2016-06-07 00:00:00,
723,2016-07-23 00:00:00,
724,2016-06-09 00:00:00,
725,2016-09-07 00:00:00,
726,2016-07-07 00:00:00,
727,2016-05-10 00:00:00,
728,2016-04-09 00:00:00,
729,2016-11-08 00:00:00,
730,2016-12-17 00:00:00,
731,2016-09-09 00:00:00,
732,2016-03-31 00:00:00,
733,2016-08-09 00:00:00,
734,2016-11-10 00:00:00,
735,2016-08-24 00:00:00,
736,2016-08-14 00:00:00,
737,2016-12-25 00:00:00,
738,2016-11-13 00:00:00,
739,2016-10-30 00:00:00,
740,2016-08-01 00:00:00,
741,2016-05-02 00:00:00,
742,2016-12-29 00:00:00,
743,2016-12-09 00:00:00,
744,2016-12-29 00:00:00,
745,2016-08-04 00:00:00,
746,2016-12-13 00:00:00,
747,2016-11-17 00:00:00,
748,2016-10-06 00:00:00,
749,2016-06-25 00:00:00,
750,2016-03-25 00:00:00,
751,2016-01-09 00:00:00,
752,2016-04-19 00:00:00,
753,2016-02-29 00:00:00,
754,2016-01-21 00:00:00,
755,2016-12-29 00:00:00,
756,2016-01-12 00:00:00,
757,2016-05-24 00:00:00,
758,2016-08-13 00:00:00,
759,2016-05-28 00:00:00,
760,2016-10-28 00:00:00,
761,2016-09-27 00:00:00,
762,2016-07-16 00:00:00,
763,2016-12-11 00:00:00,
764,2016-08-29 00:00:00,
765,2016-04-24 00:00:00,
766,2016-12-24 00:00:00,
767,2016-04-06 00:00:00,
768,2016-02-11 00:00:00,
769,2016-03-17 00:00:00,
770,2016-07-28 00:00:00,
771,2016-01-16 00:00:00,
772,2016-06-05 00:00:00,
773,2016-01-30 00:00:00,
774,2016-05-12 00:00:00,
775,2016-06-30 00:00:00,
776,2016-09-19 00:00:00,
777,2016-04-22 00:00:00,
778,2016-03-08 00:00:00,
779,2016-04-25 00:00:00,
780,2016-12-24 00:00:00,
781,2016-04-02 00:00:00,
782,2016-09-06 00:00:00,
783,2016-05-08 00:00:00,
784,2016-11-28 00:00:00,
785,2016-07-17 00:00:00,
786,2016-01-07 00:00:00,
787,2016-08-28 00:00:00,
788,2016-05-31 00:00:00,
789,2016-01-21 00:00:00,
790,2016-01-15 00:00:00,
791,2016-06-05 00:00:00,
792,2016-01-24 00:00:00,
793,2016-07-28 00:00:00,
794,2016-06-23 00:00:00,
795,2016-04-28 00:00:00,
796,2016-10-18 00:00:00,
797,2016-06-19 00:00:00,
798,2016-07-22 00:00:00,
799,2016-08-16 00:00:00,
800,2016-09-16 00:00:00,
801,2016-11-03 00:00:00,
802,2016-09-09 00:00:00,
803,2016-02-13 00:00:00,
804,2016-03-07 00:00:00,
805,2016-01-03 00:00:00,
806,2016-09-20 00:00:00,
807,2016-03-09 00:00:00,
808,2016-03-14 00:00:00,
809,2016-04-29 00:00:00,
810,2016-11-22 00:00:00,
811,2016-04-02 00:00:00,
812,2016-05-04 00:00:00,
813,2016-02-13 00:00:00,
814,2016-03-06 00:00:00,
815,2016-06-04 00:00:00,
816,2016-10-22 00:00:00,
817,2016-07-29 00:00:00,
818,2016-06-11 00:00:00,
819,2016-10-08 00:00:00,
820,2016-12-05 00:00:00,
821,2016-04-07 00:00:00,
822,2016-11-28 00:00:00,
823,2016-12-08 00:00:00,
824,2016-04-13 00:00:00,
825,2016-11-24 00:00:00,
826,2016-12-26 00:00:00,
827,2016-11-21 00:00:00,
828,2016-03-20 00:00:00,
829,2016-07-14 00:00:00,
830,2016-09-26 00:00:00,
831,2016-12-09 00:00:00,
832,2016-10-02 00:00:00,
833,2016-09-19 00:00:00,
834,2016-05-04 00:00:00,
835,2016-04-04 00:00:00,
836,2016-09-26 00:00:00,
837,2016-06-03 00:00:00,
838,2016-05-20 00:00:00,
839,2016-09-18 00:00:00,
840,2016-08-23 00:00:00,
841,2016-09-23 00:00:00,
842,2016-06-04 00:00:00,
843,2016-09-19 00:00:00,
844,2016-04-24 00:00:00,
845,2016-05-04 00:00:00,
846,2016-04-11 00:00:00,
847,2016-02-13 00:00:00,
848,2016-12-21 00:00:00,
849,2016-06-25 00:00:00,
850,2016-01-14 00:00:00,
851,2016-06-26 00:00:00,
852,2016-12-15 00:00:00,
853,2016-03-17 00:00:00,
854,2016-01-11 00:00:00,
855,2016-05-12 00:00:00,
856,2016-12-04 00:00:00,
857,2016-11-30 00:00:00,
858,2016-06-13 00:00:00,
859,2016-06-24 00:00:00,
860,2016-02-19 00:00:00,
861,2016-04-28 00:00:00,
862,2016-01-11 00:00:00,
863,2016-04-17 00:00:00,
864,2016-03-07 00:00:00,
865,2016-06-14 00:00:00,
866,2016-01-31 00:00:00,
867,2016-11-24 00:00:00,
868,2016-08-02 00:00:00,
869,2016-10-04 00:00:00,
870,2016-09-28 00:00:00,
871,2016-03-04 00:00:00,
